ecumenical,"記出,苦,人出來做苦人的是那些傳教士,目的是教全世界一般大眾都接受他們的理念,而那些呆在的是,見下,世界范圍的,一般的,宇宙的,全球基督教會的,類,一般的有一般性完整的有完整性,反,主教管區的,來自,海是易于傳教的地方,一般的,普通的"
effervesce,"記出,煮,熱煮出氣泡熱情洋溢,冒泡,熱情洋溢,極度興奮或高興,參,熱情,熾熱,類,興奮是很有情緒狂怒是很惱火,反,平淡,平靜,低垂,萎靡,冒泡,化泡騰,興奮"
efficiency,"名詞,效率,效能"
egocentric,"記我,中心以我為中心的個人主義的,個人主義的,自私自利的,參,自大吹牛的人,自私的人,反,利他主義,自我主義,自我中心的,利己主義的,利己主義者"
egotist--0,"自我主義者,自高自大者,政客們是一幫惡名昭彰的自我主義者"
elementary,"初等的,初步的,自然力的,元素的"
elevate--0,"舉起,使上升,抬起,提高"
eliminates,NotFoundAnyMeanings
elliptical,"橢圓的,像橢圓形的,指語言,難懂的,晦澀的"
elusive--0,"難以描述或找到,達到,記起的,困難的,難懂的"
emaciation,"瘦弱,憔悴,參,瘦弱的,衰弱的,反,鼓舞,瘦弱,衰弱,憔悴"
emanate--0,"散發,發出,發源,罕發散,放射"
emancipate,"釋放,解放,律使,孩子,妻子,擺脫家長的管教而獲得合法權利"
embankment,"記,銀行,堤岸,一堆土,堤岸,鐵路等的,路基,用以阻擋水或支持公路而建造的土堆或石堆,堤防,筑堤"
embargo--0,"禁止出入港口,禁運,禁止,船只,出入港口,禁運"
emblematic,"象徵的,可當標誌的"
embodiment,"化身,衍,使有形體"
empathy--0,"移情作用的,同理心"
emulate--0,"模仿並超越參,競爭,仿效,好勝的,類可效仿的值得效仿不必要的值得除去,效法榜樣尊重權威"
encourages,鼓勵
endemic--0,"地方病,風土病,風土的,地方的"
endorse--0,"在,票據,背面簽名,簽注,文件,認可,簽署"
engrossing,"使人全神貫注的,有吸引力,引人入勝的"
enjoyments,NotFoundAnyMeanings
enliven--0,"使有生氣,使活躍,使更有趣,兩支球隊在五分鐘之內都攻破對方球門,這使得比賽更加有趣了"
enterprise,"企業,事業心,進取心,幹事業"
enthusiasm,"熱情,熱誠,熱心"
entrancing,"使入神的,使人神魂顛倒的,反,令人失望的,不吸引人的,使人神魂顛倒的,使人入神的"
entreat--0,"懇求,乞求,古對待,對付"
entrenched,"記,用壕溝圍住,確立,權力,風俗,習慣等,確立的,不容易改的,確立的,不容易改的風俗習慣"
epitome--0,"典型,摘要,在,之上,切割,修剪而成的"
equable--0,"變動小的,平靜的,穩健的,溫和的"
equivocate,"模棱兩可他說,故意使用模棱兩可的語言,避免作明確的聲明,參,模棱兩可的,類,奉承的不會傲慢含糊其詞的不會直截了當"
erratic--0,"古怪的人,漂泊無定的人,不穩定的,奇怪的"
escalation,"名,逐步上升,朝爬行為產物,名詞朝上面爬"
especially,"尤其,特別,格外"
espouse--0,"表達支持某事,記配偶,以身相許般地支持"
estimating,估計
estimation,"評價,判斷,計算,預算,估計"
eucalyptus,"記讀游客禮品特色在澳洲旅游,送人的最好的特色禮品就是桉樹氣味芳香的葉子,回憶,仙人掌,讀開墾特色,桉樹,原產于澳大利亞,能產生醫藥用油脂的氣味芳香的葉子,並能提供優質木材,植桉樹"
eulogistic,"頌揚的,歌功頌德的,好,說"
euphonious,"記好,聲音悅耳的,聲音和諧悅耳的,參,電話,刺耳的聲音,類,優雅的運動悅耳的音樂,反,刺耳的,悅耳"
evaluation,"評估,估價,求值"
evanescent,"逐漸消失的,容易消散的,會凋零的"
evenhanded,"公平的,不偏不倚的,公平的,公平無私的"
everything,"每件事,事事,一切,最重要的事物"
everywhere,"到处,处处,无论什么地方"
exactitude,"極端的正確性或精確性,反,不精確,正確,精密,精確,嚴格,規規矩矩"
exaggerate,"動詞,張,誇大,對,言過其實"
exaltation,"成功帶來的,得意,高興"
excellence,"名詞,優秀,傑出,卓越"
excitement,"興奮,激動令人興奮的事"
excrete--0,"排泄,大部分毒素被自然排出體外"
excruciate,"記出,粗魯,粗魯的對待你使痛苦,使受劇烈的痛苦,使遭受強烈的精神折磨,反,非常高興,歡躍,施酷刑,折磨,使苦惱"
exhausting,"使耗盡的,使筋疲力盡的"
exhaustion,"枯竭土地,土壤,不毛化"
exhibit--0,"展出,陳列,表示,顯出,開展覽會,展出產品展覽品,陳列品,顯示,呈現"
exhibiting,"展示,顯示"
exigent--0,"警急的,要求多的,記法,出口,做,動,向出口衝緊急的"
exorbitant,"過分的,過度的,超過了習慣或正當的限度的,價格過高的參,價格,要求等,過高,性格,行為等,過分,不好,類過度的不節製背信棄義的不忠誠"
expanse--0,"寬闊的區域,寬闊"
expediency,"記出,腳把腳拔出去權益之計,方便,適合,權益之計,應急的手段,參,蜈蚣,足病醫生,有利的,權宜之計,方便,私利,權宜"
expedition,"遠征,探險,考察迅速,動作敏捷"
experience,"經驗,經歷,感受,體驗,經驗,經歷,感受,體驗"
experiment,"動詞,進行實驗,試驗,名詞,實驗,試驗"
expiration,"呼氣,斷氣,期滿,截止"
explaining,解釋
exploit--0,"剝削,開發,利用功勞,功績,功勛"
exposition,"博覽會,展覽會,說明"
expository,"說明的,解釋的,評注的等於"
expressing,表達
expression,"表達,表示,詞句,措辭,式,符號,表情,臉色"
expressive,"表達的,表示的,表現的,有表情的"
extinction,"滅絕,絕種,消滅,熄滅"
extinguish,"使,火或希望等,熄滅反,點燃,照亮,點燃,重新點燃"
extraction,"尤指用力的拔出,提取,採礦破壞了鄉間的環境"
extricable,"擺脫的了,可解救的,記,複雜的,錯綜的,從複雜中走出擺脫解救"
exuberance,"豐富,充溢,繁茂,生氣勃勃的行動"
facilitate,"動詞,使容易,促進,幫助"
factorable,"記,因素,因數,代理人,能分解成因子的,反,不能削減的,不可約分的不能分解成因子的,可分解因子的"
factual--0,"事實的,真實的,她如實地清晰陳述了遇襲經過"
faculty--0,"生物器官或精神,機能官能,才能,本領"
falsely--0,"虛偽地,錯誤地,不實地"
favoritism,"偏愛,不公平,偏袒"
fearlessly,不怕地
fellowship,"伙伴关系,交情,团体,奖学金,友谊"
fertilizer,"肥料,促進發展者"
fervent--0,"熱烈的,熱情的,強烈的"
fickleness,"浮躁,變化無常"
figurehead,"記,象征,頭,象征性的頭兒傀儡,傀儡,名義上是正式領袖但無實權,船頭雕飾,類,傀儡是有名無實的仲裁者是絕對的,裝飾船頭的雕像,破浪神,有名無實的領袖"
filibuster,"防礙議事通過,作冗長的演說以妨礙議事,阻撓,立法,類愚弄是種欺騙阻礙立法是種阻礙"
finesse--0,"精密技巧,靈巧,策略,用計謀處理,出小牌"
flattering,"諂媚的,奉承的,比真容更美麗,使一個人美過其實,類,休假的帶來假期恭維的使人醉心,反,中傷的,毀謗的,諂媚的,討人歡喜的,奉承的,肖像等,比真容更美麗"
flighty--0,"記源于,飛行,逃走,女人總是飛來飛去的會見各種男朋友輕浮的,朝三暮四的,變化無常的,女人,輕浮的,朝三暮四的,變化無常的,忽發奇想的,反復無常的,輕浮的,輕狂的,心情浮動的"
fluster--0,"慌亂,狼狽,混亂,激動,使酩醉,使慌張,使激動,慌慌張張的行動,混亂"
forager--0,"記,草料,搜索糧食,為了年齡成長搜索糧食,為動物尋找飼料的人,搶劫者,類,放牧者放牧獵人跟蹤獵物,強征隊員,搶劫者"
forcefully,"激烈地,強而有力地"
foreigners,外國人
forfeit--0,"沒收物,罰金,喪失,沒收,喪失,喪失了的,音讀作廢"
formulated,規劃
fortify--0,"設防于,增強,體力,結構等,使堅強,增加,酒,的酒精含量,筑防御工事"
foundation,"基礎,根本,建立,創立,地基,基金,基金會"
founder--0,"創立者,建立者,弄摔倒,弄跛,浸水,破壞,摔到,變跛,倒塌,失敗"
fraught--0,"充滿,的,令人擔憂的,令人憂慮的"
freelancer,"記,長矛,魚叉,原指用長矛插魚的人,自由作家,自由記者,為僱佣者服務但對他們不負有任何長期的義務,類,游牧民缺乏住所自由作家缺乏老板,自由作家自由記者"
frequently,"頻繁的,屢次的,的衍生的副詞"
friendship,"友誼,友愛,友善"
frightened,"形容詞,受驚的,害怕的"
full-blown,"記,的過去分詞,喘氣的,開花的,鮮花,盛開的,完全成熟的,反,初始的,盛開的,張滿的,成熟的"
fulsome--0,"虛情假意的,充足過頭的,因過分做作而令人討厭的"
functional,"功能的,有作用的,函數的,泛函的"
furnace--0,"火爐,把非熱能形式轉化為熱量的封閉體,根提供,熱量,參,裝飾,提供,類,爐子用來送熱發電機用來供電,爐子,熔爐"
furthering,NotFoundAnyMeanings
furtive--0,"鬼鬼祟祟的,秘密的,詭詐的,有不可告人的動機或目的的,根作為詞根就是小偷,源于小偷喜歡藏在樹叢裡鬼鬼祟祟的,好像全身長滿了,毛,類秘密的和秘密易變的和易變不滿的和不滿"
gainsay--0,"由矛盾引起的,否認反,支持,同意,斷言,肯定"
generation,"產生,發生,一代,一代人"
generic--0,"生物屬的,類的,一般的,普通的,非特殊的"
generosity,"名詞,寬宏大量,慷慨"
generously,"慷慨地,寬宏大量地"
genesis--0,"發生,起源,創世記"
genteel--0,"舉止優雅的,受良好教育並有禮貌的,不庸俗的或不粗魯的,假作高雅的,假斯文的,裝模作樣的,過于裝扮優雅的,參,有教養,文雅,類舉止優雅的不粗俗大膽的不恐懼反,粗野的,脾氣壞"
gentleness,"溫和,溫順,親切,柔和,參,貴族們,類,凶殘的不溫柔不悔改的不后悔,溫順,親切,柔和"
germane--0,"有關,有密切關係的,貼切的"
glucose--0,"記源自希臘語甜酒葡萄糖,膠水,讀酷似膠水酷似葡萄糖,葡萄糖,一種單糖,廣見于大多數動植物組織,是血液中基本的循環糖和人體等主要能量來源,葡萄糖"
gluttonous,"貪吃的,入迷的,貪心的"
goosebumps,雞皮疙瘩
government,"政府,內閣,政體,統治"
grandstand,"記,盛大的,豪華的,重大的,停止,看台,站立,持久,經受,大看台,華麗地站著嘩眾取寵,嘩眾取寵,為引起觀眾注意而炫耀地表演,有頂大看台,類,嘩眾取寵是為了留下印象含糊其詞是為了欺騙,正面看台"
gratify--0,"使高興,使滿足,使某人滿意"
gratuitous,"無根據的,無理由的,無報酬的,免費的,多餘的"
gravity--0,"嚴肅,嚴重,認真,引力,地球引力,重力"
greenhouse,"花房,溫室,由玻璃構成,內部的溫度和濕度可控製以利于植物的保護和培養,類,植物在溫室中成長嬰兒在保育器中成長,溫室,花房"
guiding--0,"導星,指導性"
guillotine,"記源于法國人文主義醫生蓋勒廷,他發明了斷頭台,骨,骨頭生病了脛骨折斷斷頭台,斷頭台,切紙的閘刀,類,頸手枷用來示眾嘲弄斷頭台用來處死,斷頭台,切紙的,閘刀,處斬刑,切,紙"
habitually,"習慣地,慣常地"
half-baked,"半生不熟的,不成熟的,未經過深思熟慮的,反,深思熟慮的,半生不熟的,未完成的,不完整的"
ham-handed,"記,火腿,手手長得象火腿笨手笨腳的,笨手笨腳的,反,敏捷熟練的,熟練的,笨手笨腳的"
happenings,NotFoundAnyMeanings
hardheaded,"商業上,現實的,精明的,頑固任性的,冷靜的,腳踏實地的,無懈可擊的,頑固的"
harmonious,"悦耳的,和谐的,融洽的,和睦的"
haughty--0,"高傲的,開頭,衍,源,來來自,故稱,高,傲字形比較,頑皮的,頑童,例"
hauteur--0,"記高高在上的傲慢自大,傲慢,自負,參,傲慢的,類,奉承不傲慢自貶不狂妄,反,謙卑,謙遜,卑賤,傲慢,自大"
headstrong,"固執已見的,不考慮后果地任性的,類,任性對任性的奉承對奉承的,反,易駕馭的,易管教的,易處理的,不聽命令的,頑固的,剛愎的,任性的"
headway--0,"船的前進或其速度,朝向目標的前進,例,這條船沒能頂風前進,進展,淨空高度"
hearten--0,"鼓勵,激勵,給予力量,勇氣或希望,類,平息消除憤怒激勵消除沮喪反,使,沮喪,驚慌"
hemisphere,"名詞,地球的,半球,半球體"
hemophilia,"記血,喜歡,病喜歡出血的病血友病,血友病,遺傳性血凝病中的一種,由于凝血因子功能喪失或紊亂而造成血液不能正常地凝結成塊而出血不止,血友病幾乎都出現在男者身上,血友病"
hemorrhage,"記血,不正常的流出,超量溢流,大出血,大出血,某種有價值的東西的,大量流失,類,大出血是過分流血眩暈是過分頭昏眼花,出血"
herbaceous,"記,藥草,香草,草本植物的,區別于木本植物的,參,食草的,食肉類的,草本的,似綠葉的"
hexagon--0,"記六,角,六角形,六邊形,參,昆虫,六腳的,六角形,六邊形"
high-flown,"語言,夸張的,華而不實的,高尚的,崇高的,參,專橫霸道的,十分敏感的,果敢剛毅的,清高的,精彩場面,最顯著部分,使顯著,高尚的,傲慢的,頗具野心的,夸大的,夸張的"
historical,"歷史的,史實的,歷史上的"
homiletics,"記源于,講解聖經的布道,學術布道術,家,讓,布道術就是讓你一家一家的去講聖經,講道術,布道術,類,布道術學布道邏輯學學辯論,說教朮"
homogenize,"使均勻一致,使濃度一致,使成為顆粒並在液體中分散開來,反,使分層,均質化,使均勻"
homogenous,"生物同質的,構造相同的,同類的,相似的"
hospitable,"形容詞,好客的,氣候等,宜人的"
humdrum--0,"平凡的,單調的,無聊的平凡,單調,無聊,作單調的動作"
hydrate--0,"水合物,水化合物,氫氧化物,使成水化合物"
hypotenuse,"記在,下面,拉,在直角三角形的直角下面拉出的條線斜邊,直角三角形的,斜邊,直角三角形之斜邊"
hypothesis,"假設,假說,已經提出好幾種全球變暖的假設"
iconoclast,"攻擊傳統觀念的人,攻擊大眾的觀點,風俗或製度的人,毀壞宗教神像的人,參,把,當偶像崇拜,盲目崇拜,類,攻擊傳統觀念的人攻擊教條獨行俠攻擊傳統,哲學家思索攻擊傳統觀念的人攻擊"
idealistic,"唯心論的,唯心主義的唯心主義者的"
identified,"確認,識別,鑑定,驗明"
idolatrous,"偶像崇拜的,盲目崇拜的,參,奉為偶像,盲目崇拜,極端崇拜,類,懷疑的對過分猜疑的欽佩的對過分崇拜的,狂熱的是過分熱情的過分崇拜的是過分忠誠的,尊敬盲目崇拜贈與行賄,崇拜偶像的,盲目崇拜的"
illiteracy,"記,不,文字,字母,不識字,文盲,文盲,語文差錯,文盲所犯的錯誤,參,學者,有文化的,文盲,不識字的,類,教育消除文盲重新分配消除不公平,反,博學,文盲"
illiterate,"文盲的,不識字的,對一竅不通的文盲"
illuminati,"記原指光照派,自稱在宗教上受到過特別啟示的團體,來自,照明,闡明,先知先覺的人們,自稱在某個領域受過特別啟示的人,類,翻譯者翻譯先覺者指導大雜燴混亂,自稱,有睿智的人,先覺者,光照派"
iminent--0,即將發生的
immaculate,"無汙點的,純潔的,無瑕的,無缺點的,無辜的"
immemorial,"記,紀念物,記念的,記憶的,古老久遠的,超越記憶的,超越傳統或歷史記錄的限度的,反,新近的,近來的,古老的,遠古的,無法追憶的"
immense--0,"巨大的,廣大的,無邊無際的,記法,不,測量,不能測量的"
immoderate,"記,中等的,適度的,無節製的,過度的,超出了正常或適當的范圍的,不適中的"
immorality,"記,道德的,道德,道德的,道德,道德敗壞,傷風敗俗的行為,不道德,無道義"
impalpable,"感觸不到的,摸不到的,難解的"
impassable,"不能通行的,無法通過,不可逾越"
impasse--0,"僵局,無法通過即死胡同,死巷"
impatience,"記,耐性,忍耐,不耐心,不耐煩,反,自製,忍耐,急躁"
impenitent,"記,悔過的,悔罪者,我用,根,扎自己,悔過的,不悔悟的,無悔意的,反,悔恨的,不悔悟的,頑固的,不悔悟的人,頑固的人"
impervious,"不可滲透的,透不過的,無動於衷的,不受影響的,不音讀潑不受被潑影響不受影響的"
impetus--0,"推動力,刺激,記法加強語氣追求"
importance,"重要,重大,傲慢,自大"
impossible,"不可能的,不容易的,令人無法忍受的"
impoverish,"記,進入,貧窮的,進入貧窮的狀態,使赤貧,使你從一個,的人變成一堆,使赤貧,使赤貧,使土地貧瘠,參,貧窮,缺少,使貧窮,使枯竭"
impresario,"記,事業,經營,源于,以,結尾的意大利語和音樂有關,劇團經理,歌舞劇團,劇院或樂團的,經理,主辦者,發起或舉行娛樂活動的人,類,劇院經理從事娛樂活動經紀人從事貿易,劇團,經理,樂隊指揮,演出者,舞台監督"
impression,"印象,意念,蓋印,印記,印數,底色,效果"
impressive,"形容詞,予人深刻印象的"
improperly,"不正確地,不適當地"
impurities,雜質
inaugurate,"舉行就職,或落成,典禮,開始"
incendiary,"放火的,縱火的,導致著火的,煽動的類叛亂的叛亂煽動的煽動"
incense--0,"香,香氣,奉承,焚香,用香焚,使發怒,被激怒的"
incentives,"刺激,鼓勵,動機"
incogitant,"記,思考,考慮,讀考,需要思考,無思想的,未經思考的,考慮不周的,類,無思想的不深思不安的不安靜,無思慮的,粗心的"
incomplete,"形容詞,不完全的,不完整的"
inconstant,"易變的,不定的,無節操的,反復無常的"
incubation,"孵卵期,潛伏期,字根睡"
indecisive,"非決定性的,猶豫不決的,不明確的"
indecorous,"無禮的,不合禮節的,不莊重的"
indefinite,"形容詞,不確定的,無限期的,無定數的"
indicating,說明
indication,"指示,表示象徵,跡象"
indicative,"形容詞,指示的,表示的,名詞,直說法"
indirectly,"間接地,迂回地,婉轉地,不坦率地"
indistinct,"不清楚的,模糊的,微弱的"
individual,"個人的,個體的,單獨的,獨特的個人,個體,人"
inducement,"記,勸誘,促使,引起,根,引導,引誘物,動機,幫助實現目標或實施行動的事物,區,引帶她,作詩,作曲,控告,指控,反,威懾,威懾物,誘導,誘因,動機,刺激物"
indulgence,"沉溺,放縱,巧克力是我唯一的嗜好"
infallible,"沒有錯誤的,確實可靠的,一貫正確的人"
infectious,"形容詞,傳染的,有感染力的"
infiltrate,"潛入,偷偷將軍隊遣入敵區,水或氣體,滲透,滲入類滲透是不知不覺進入暗示是不知不覺說出陰謀是秘密計劃暗中追蹤是秘密跟隨"
inflate--0,"使膨脹,使得意,使通貨膨脹,使充氣,充氣,膨脹"
inflexible,"不可彎曲的,剛硬的,不屈不撓的,堅定的,執拗的,不可改變的"
inflict--0,"加以,打擊等,使受,痛苦,損失等"
influenced,"影響,感化,勢力,權勢,有影響的人,影響,感化"
influences,"影響,作用"
ingrate--0,"記,不,使人高興的,感謝的,忘恩負義的人,忘恩負義的人,參,忘恩負義,反,感恩者,忘恩負義者,不知恩的,忘恩的"
ingredient,"尤指烹調用的,成分,材料"
inhibit--0,"抑製,約束區,在別人的家裡,就會受到,根,拿,羞怯的,拘謹的,因為受到約束參,展覽,禁止,阻止,反,煽動,激起,催化,促進"
initiation,"名詞,開始,創始,開始實施,入會,加入,入會儀式,傳授,啟蒙,入門"
initiative,"起始的,創始的,主動的主動性,主動精神"
injunction,"記,不,連接,匯合處,沒有和法律接軌,所以要實行禁止令,命令,禁止令,禁止一個黨派參加某個活動的法庭命令,參,吩咐,命令,囑咐,命令,指令,律禁令,法院強制被告從事或不得從事某項行為的正式命令"
innovation,"名詞,革新,創新,新事物"
insatiable,"不能滿足的,貪得無厭的類不知足的不能使滿足"
insensible,"因為暫時昏迷等,無知覺的,類,使麻木導致無知覺的磨光導致有光澤的,無知覺的,無同情心的,硬心腸的,麻木不仁的"
insentient,"記,無,感覺一無感覺的,無生命的,無知覺的,無生命的,反,可感知的,無知覺的"
insightful,"有見識的,有眼光的,顯出洞察力的"
insipid--0,"乏味的,無聊的,開頭,解,乏味,可用於兩兩個方面食物,內容無聊,有味道的"
insolvency,"記,有償付能力,破產的,源于,解決,解答,有能力解決債務問題,破產,無力償付債務的狀態,反,有償還能力,無力償還,破產"
inspection,"檢查,檢閱,視察"
insular--0,"島嶼的,與世隔絕的,思想狹隘的,胰島的反,全球的,世界性的"
insularity,"島國性質,思想,觀點等的,偏狹,反,四海一家,大同主義,島國性質,或狀態,島嶼生活狀況,與外界隔絕的生活狀況,思想,觀點等的,偏狹,性僵化"
interested,"有利害關係的,感興趣的"
intertwine,"使,糾纏,使,纏繞"
interwoven,"交織的,混雜的"
intimation,"暗示,諷示,通知"
intoxicant,"記,使喝醉,使陶醉,使激動不已,使中毒,使,毒,使中酒精毒,使喝醉,致醉物,使人麻醉的藥劑,包括酒類飲料,醉人的,參,毒性,中毒的,有毒的,類,麻醉劑使麻醉酒精飲料使沉醉,使醉的東西,使醉的"
intrude--0,"強加於,闖入,記法內伸伸不進去,伸,伸出"
invalid--0,"形容詞,無效的,病弱的,名詞,病弱的人,殘疾者"
invincible,"不可戰勝的,無法阻擋的"
inviolable,"神聖不可侵犯的,不可褻瀆的,不能征服的類難以滲透的不能滲透不可褻瀆的不能褻瀆反,褻瀆的,不純的,調查,研究"
irascribly,易怒地
iridescent,"彩虹色的,隨位置不同而,變色的,閃色的"
ironically,"副詞,說反話地,諷刺地"
irrelevant,"不相關的,不相關的,不切題的"
irresolute,"犹豫不定的,无决断的,憧,迟疑不决"
irritating,"同,惱人的,令人厭煩的,煩人的習慣"
irritation,"激怒,惱怒,生氣,令人惱火的事疼痛處,疼痛感"
jarring--0,"刺耳的,不和諧的,輾軋聲,類,惡臭的氣味刺耳的聲音,反,音調優美的"
journeying,NotFoundAnyMeanings
juggernaut,"無法阻擋的力量的,摧毀一切的強大力量"
justify--0,"証明,是正當的,為,提供法律根據,提出有充分法律根據,証明合法"
lachrymose,"好流淚的,引人落淚的"
laconic--0,"說話簡潔的類大膽的不會驚恐簡潔的不會多話簡潔的演講簡朴的設計靈巧的不是笨拙的多話的不是簡短的反,多嘴的,冗長的"
lamentable,"記,拉,男人,桌子拉男人上桌子,要喝酒,不快的,不幸的,引發或值得哀痛或后悔的,類,不幸的引發可惜應該責斥的引發責斥,慶祝不是不幸的鄙視不是尊敬,反,狂喜,悲嘆,不快的"
landlocked,"為陸地所包圍的,內陸的"
liberality,"記源于,慷慨的,自由主義的,慷慨大方的狀態,參,解放,浪蕩子,類,專製的人專製慷慨的人慷慨異教徒不服從極惡的人邪惡,寬大,磊落"
licentious,"縱欲的,放肆的類吹毛求疵者是吹毛求疵的放蕩者是放蕩的健談的人喜歡說話放蕩的人喜歡放蕩反,限製道德的"
limitation,"限制,限度,局限,限制因素"
linguistic,"語言上的,語言學上的"
litigation,"訴訟,起訴,公司一直在推卸責任,但同意這一調解方案以避免漫長的訴訟所帶來的花費"
locomotion,"運動,移動,運動力,移動力"
lugubrious,"故意裝出來的,悶悶不樂的,悲哀的反,幽默滑稽的,快活的,高興的"
lumberjack,"伐木工人,木材商的傭工,吊木材機器"
malcontent,"對現狀,不滿的,不滿分子,總是不滿的人,反抗者參,壞話,祝福,犯罪分子,有害的,慈善的,類"
manacle--0,"手銬,腳鐐,束縛,給,上手銬,束縛"
mandate--0,"命令,指令,要求,委任統治"
marionette,"提線木偶,懸絲傀儡"
masquerade,"化裝舞會,偽裝,參加化裝舞會,偽裝,假裝"
mawkish--0,"多愁善感的,味道,令人作嘔的類多愁善感的人用感情過分迂腐的人用學問過分"
meander--0,"蜿蜒而流,閑逛類飄落和突然落下婉蜒而流和急流而下反,有目的的走"
mechanical,"機械的,用機械的,機械學的,機械似的,呆板的,手工操作的"
meddlesome,"好管閒事的,一直站在中間,愛管閒事,衍,干涉,用,來記,站在別人,中間,去干涉"
mediate--0,"居間的,間接的,斡旋,調停,處于中間,調解"
medication,"藥物治療,藥物處理,醫藥"
mediocrity,"平庸,碌碌無為反,藝術鑒別力"
meditation,"名詞,沈思,默想,冥想"
meditative,"默想的,耽於默想的,冥想的"
meeting--0,"會議,集會,會見,會合點"
membership,"會員的資格,全體會員,會員數目"
menacingly,"脅迫地,險惡地"
mercantile,"商人的,商業的,經商的,重商主義的,以金錢為目的的"
metabolism,"變化扔,新陳代謝"
meticuious,一絲不苟的
metropolis,"大都市,大都会,首府,首都,大主教区,大城市"
mettlesome,"有勇氣的,精神抖擻的"
microscope,"顯微鏡,仔細檢查,放大,誇大"
mindedness,NotFoundAnyMeanings
misfortune,"不幸,災禍,壞運氣"
misleading,"使人誤解的,騙人的,迷惑人的"
misogynist,"厭惡女人的人,厭惡女人的"
mockery--0,"鄙視,嘲弄,以嘲笑為目的的模仿"
moderation,適度類過度的人沒有節製不忠的人沒有忠誠
mollify--0,"安慰,脾氣或情緒,軟化參,騷亂,調戲,軟體動物,類安撫減少憤怒加油減少沮喪平息緩和使鎮定保証使安心反,忿怒,喚醒,激起"
monochrome,"單色單色畫,單色畫法,單色的,黑白的"
monolog--0,"獨白,獨白體的作品,獨角戲,別人插不了嘴的長篇大論"
monopolize,"壟斷,擁有,的專賣權"
monumental,"巨大的,重要的,留存於歷史上的,不朽的"
moratorium,"暂停,延期偿付,延期偿付期间"
mordant--0,"諷刺的,尖酸的,諷刺的,尖酸的,摩登講話很酸,適中的,別搞混"
mortify--0,"抑制,苦修,使悔恨,使受辱,禁欲,腐壞,苦修"
moth-eaten,過時的
motivation,"動機,刺激,推動"
mysterious,"形容詞,神祕的,不可思議的"
naivete--0,"天真,輕信,缺乏世故經驗的狀態,或性質,行為"
narcissism,"自戀,自愛,自我陶醉"
nascent--0,"初期的,未成熟的,發生中的,開始存在的"
needlework,"縫紉,刺繡"
neglectful,"怠慢的,不小心的,疏忽的"
