parsimonious,"吝嗇的類極度懦弱的不是英雄,吝嗇的不是奢侈者,簡略的話語,吝嗇的資源,吝嗇鬼是吝嗇的揮霍者是揮霍的"
partisanship,"黨派性,黨派偏見,忠於事業之心"
passionately,"熱情地,狂熱地"
passively--0,"被動地,順從地,消極地"
pathology--0,"記,不好的感覺,學科,病理學,病理學,研究疾病的性質,原因,發生,發展的科學,參,可憐的,悲慘的,痛苦,感傷,反,正常的,病理的,病態的,病理學"
peacefulness,歌舞昇平
pecuniary--0,"金錢的,錢財方面的,記,金錢"
pedagogic--0,"教育學的,教授法的,教師的"
penurious--0,"貧困的,吝嗇的,兩個意思都要記住,類過分節儉的是吝嗇地過分服從的是諂媚的過分堅定的是頑固的反,非常大方的,慷慨,稀有,沒有錢的"
performances,"演出,演奏,表演"
perimeter--0,"周長,記法,周圍,測量"
perseverance,"毅力,忍耐,不屈不撓"
persistently,"持久地,固執地"
perspicacity,"洞察力,判斷力或理解力,敏銳,類,敏銳對敏銳的易變對易變的,反,沒有敏銳,敏銳"
pertinent--0,"有關的,直接相關的,切中要害的問題評論"
pervasive--0,"普遍的,蔓延的,滲透的"
pharmacology,"藥理學,藥物學"
philanthropy,"博愛,慈善,仁慈,慈善行為,善事"
phosphate--0,"磷酸鹽,磷酸礦物,磷肥"
plaintive--0,"聽起來,哀傷的,傷心的"
platitude--0,"陳詞濫調類模棱兩可的話是含糊的陳詞濫調是陳腐的假定是假定的反,有新意的評論"
plausible--0,"似真實的,似合理的,說得煞有其事的,巧嘴的"
plenitude--0,"充分,完全,充足"
polemical--0,"辩论法的,辩论术的,好辩的,挑起争端的"
political--0,"政治的,政治上的政黨的,黨派的對政治有興趣的,政治上活躍的"
ponderous--0,"笨重的,因重量或體積太大而難以操作或不靈便的,反,輕而薄的,輕快活潑的,輕的,輕微的,輕快活潑的,輕快的"
practitioner,"從事者,實踐者,開業者,尤指醫生,律師"
precariously,"不安全的,搖搖欲墜"
precursor--0,"先驅,先兆反,后繼者"
premeditated,"記,前,思考,提前思考的,有預謀的,預謀的,以審慎的目的,預先考慮和計劃為特征的,反,即時的,自發的,預想的,預謀的"
preponderate,"重量上,重要性上,壓倒,超過"
preposterous,"荒謬的,與本性,理性或常識相反的,反,明白事理的,有基本常識的"
prescient--0,"預知的,有先見之明的,有見識的"
prescription,"處方,藥方,指示,命令,規定,時效,根據時效取得的權利"
presentation,"贈送,呈現,提出,提交,發言,演出"
preservative,"記源于,保護,防腐劑,有保護能力的,參,儲備,保存,類,審查防止信息防腐劑防止腐爛錨防止飄流密封防止泄漏,防腐劑"
proclamation,"宣布,宣言,聲明書"
productivity,"名詞,生產力,生產率"
profiteer--0,"記源于,利潤,奸商,供應短缺時牟取暴利者,奸商"
prognosis--0,"預知,醫生對病情發展的預測,展望,預測,前,知道"
prominent--0,"凸出的,顯著的,卓越的,重要的,著名的"
prophetic--0,"預言的,預料的,預見的,預示的"
proponent--0,"某事業,理論等的,支持者,擁護者"
proportional,"與,成比例的,重量與大小是成比例的"
proscribe--0,"禁止,剝奪,的公權,放逐"
prototype--0,"名詞,原型,標準,模範"
protuberance,"突起,突出,記,前,伸出,突起"
provident--0,"有遠見的,節儉的,區,供應,條款,參,目光短淺,浪費,反,放蕩的"
provision--0,"預備,准備,糧食,食物,供應,規定,供給,食物及必需品"
pseudonym--0,"假名,筆名,記法,假,名稱"
publicize--0,"動詞,宣傳,公佈,廣告"
pugnaciously,好鬥地
putrefaction,"記,熱,把東西,在很,的條件下,腐爛,由微生物作用所引起的,腐壞,腐敗,類,一致化導致一致腐敗導致腐爛,腐敗,腐敗物"
questionable,"有問題的,值得懷疑的"
quotidian--0,"每日的,平凡的,反,非常的,非凡的,不平常的,不平常的,打擊的,顯著的"
radiantly--0,"輝煌地,清朗地"
rapacious--0,"贪婪的,尤指贪财的,抢劫的,掠夺的"
rapidstreams,NotFoundAnyMeanings
ratification,"記源于,正式批準,正式批準,類,遣返回國對移民出境廢除相對批準,批准"
reciprocated,"交換,報答,互給"
recklessness,"魯莽,輕率,不顧一切,不顧後果"
reclusive--0,"隱遁的,隱居的,記,向後,關,後退把自己隔離起來隱居"
recollection,"回忆,记忆力,记忆,回忆起的事物"
reconcile--0,"使和解,調停,使和諧,使一致,使順從,使聽從"
recondite--0,"深奧的,隱藏起來不外露"
reconstitute,"記,重新,組成,重新組成,新的機構,使複原,通過加水使濃縮液或粉末恢複成平常的濃度,參,重建,反,使脫水,重新組成,重新設立"
recrudescent,"復發的,創傷未癒的,傷口再次變成沒有痊癒的狀態"
reinstate--0,"使恢復,使復元,使復職,修理,修補"
relationship,"關系,聯系,家屬關系,親屬關系"
relentlessly,"無情地,嚴苛地"
reminisce--0,"記,使想起,回憶,追憶,懷舊,參,回想,記憶力,提醒的人,暗示,類,自傳是為了回憶頌詞是為了贊揚,回憶"
remission--0,"宽恕,赦免,疾病等减轻,豁免,减刑"
remunerative,"報酬高的,有利潤的,反,無報答的,有報酬的,有利的"
renunciation,"放棄,廢棄,棄權,脫離關系"
reprimand--0,"譴責,懲戒,非難,譴責,懲戒,嚴責"
repudiate--0,"否認,拒絕,拋棄,拒絕,撤回自己主張,記法一再音讀布丁拒絕一再吃布丁"
repugnant--0,"令人厭惡的,參,好斗的,類,使人信服的說服使人討厭的排斥"
requirements,"要求,必要條件"
resilient--0,"指物體或材料,能復原的,有彈性的,有彈力的,指人的性格,能迅速恢復或重新振作的,達觀的,適應性強的"
respectively,"各自地,各個地,分別地"
restrictions,"限制,約束"
ruthlessness,"無情,殘忍"
sacrilegious,"褻瀆神明的,應該受天譴的,類"
sagacious--0,"精明的,格言,衍,衍,長篇故事,原指十二,十三世紀北,歐冰島,挪威等地流傳的長篇英雄故事,這些英雄歷經挑戰磨練,都富有人生,智慧"
sartorial--0,"裁縫的,縫紉的,解縫匠肌的"
satisfaction,"滿意,滿足,樂事,使人滿意的事物,賠償"
satisfactory,"令人滿意的,使人滿足的,夠好的"
schematic--0,"概要的,圖解的"
secession--0,"退出,脫離,分離,機構,組織"
seclusion--0,"與世隔絕,孤立,隱居,隱退,隱蔽的地方,僻靜之地"
sectarian--0,"宗派的,派系的,党派心强的,偏狭的,宗派主义者,属于宗派的人,宗派心强的人"
sectarianism,"宗教主義,衍生,派系的,有門戶之見的"
self-assured,"有自信的,記自我確認很有自信"
self-control,自我控制
self-evident,"不證自明的,不言而喻的,顯然的,對人類來說一些顯而易見的解決辦法常常是電腦所不能做到的"
sentiment--0,"感情,感傷,情操,情趣,感想,意見"
side-by-side,"肩並肩,一個挨一個"
significance,"意義,意思重大意義,重要性"
simultaneity,同時發生
skinflint--0,"吝嗇鬼,一毛不拔的人,鐵公雞,他是個真正的吝嗇鬼"
sluggishness,"慣性,惰性,停滯,不活潑,遲緩"
smuggling--0,"走私,偷運"
sobriquet--0,"記,騷人,缺,它騷人一般不缺綽號,比如,親切的或幽默的,綽號,假名,假名,綽號"
soliloquy--0,"自言自語,戲劇獨白,記法,孤單,獨自,說"
sophistry--0,"詭辯術,似是而非的理論,狡猾且誤導的主張,字源,智慧,運用小聰明說話的技術,詭辯術,聯想,試著耍小聰明,例句,他靠詭辯贏了那場爭論,同義"
soporific--0,"能催眠的,昏昏欲睡的,安眠藥,催眠藥類安眠藥助睡眠疫苗助免疫安眠藥消除警戒止痛藥消除疼痛反"
sovereign--0,"元首,獨立國,具有主權的,至高無上的,國王的,完全的"
speculate--0,"沉思,思索,投機"
sporadically,"斷斷續續地,偶爾"
stipulate--0,"要求以,為條件,約定,講明"
stonewall--0,"記,石頭,牆在你面前豎起石頭牆,拒絕,拖延,拒絕,回答,或與,合作,反,完全合作,慎重的打球,妨礙,阻礙"
stouthearted,"記,結實的,勇敢堅定的,矮胖的,勇敢的心,勇敢的,反,懦弱的,膽小的,剛毅的,大膽的"
stricture--0,"指責,非難,聯合國的譴責對交戰各方毫無影響"
stringent--0,"收縮變緊的,對行為要求,嚴格的,銀根,緊的,參,收斂劑,收斂性的,反,松的,松懈的"
stubbornness,"頑固,固執,頑強"
subservience,"記,下面,服務,在下面服務,輔助,奉承,有用,輔助,奉承,參,恭順的,有用的,類,稱贊過分是奉承尊敬過分是奉承,固執的人任性奉承的人奉承,有用,裨益"
substitution,"名詞,代替,代替物"
supernatural,"超自然的,鬼,神或幻術所引起的"
supersede--0,"淘汰,取代,超坐坐在別人位置上淘汰取代"
supplication,"懇求,哀求,懇求,乞求,記下面,重疊,雙膝跪下,乞求"
supremacy--0,"最高權力,控制權"
surrogate--0,"代理,代理人,代用品,使代理,使代替"
surveillance,"盯梢,监督,法管制,监视"
sycophant--0,"馬屁精,奴顏婢膝追求個人私利通過諂媚來獲得好處的人,類"
symbiosis--0,"通常互利的,共生,現象,人與人之間的,互利關係"
synthesis--0,"名,合成物,綜合體,共同放狀態,名詞將不同的物質放在一起形成合成物"
technical--0,"技術上的,工業的,工藝的,專門的,根據法律或規則的"
temperate--0,"自我克製的,溫和的類節製的人節製頑固的人堅持反,盡頭的,極端的,輕佻的"
tenacious--0,"緊粘不放的,固執的,緊握的,不屈不撓的"
tentative--0,"試驗的,假設的,暫時的,未完全定案的"
testimony--0,"尤指法庭上的證詞,證言,有人對他的證詞提出了一些質疑"
tolerance--0,"容許量,公差,寬容,忍受,容忍"
totalitarian,"記,全部,政治權威具有全部權利,極權主義的,極權主義的,具有絕對的,中心化的控製權的,反對意見受到壓製的,極權主義,極權主義的,極權主義者"
tractability,"記源于,易駕馭的,易管教的,拉,原指牲口拉得動的,溫順的,溫順,容易管理,參,拖拉機,牽引力,反,不可救藥,固執,溫順,易處理,易加工的東西"
tractable--0,"易于駕馭的,容易管理或控製的,類柔順不是倔強的老練不是笨拙的微妙的容易忽略溫順的容易領導易怒的容易被使苦惱溫順的容易被控製"
transcend--0,"超出,的限度,勝過參,超常的,卓越的,超出人類經驗的,以直覺為基礎的,反,使硬化,僵化,超越傳統"
transcendent,"形容詞,卓越的,超越宇宙的"
transient--0,"短暫的,轉瞬即逝的類短暫的容易消失不變的容易不朽複雜的就是複雜短暫的就是短暫反,持久的,拖延的,根深蒂固的"
transmute--0,"使變形,使變質,變形,變質"
trenchant--0,"犀利的,鋒利的,記法音讀穿透的言詞犀利的,鋒利的"
truculent--0,"殘暴凶狠的,類,凶殘的不溫柔不悔改的不后悔,反,溫和的,和平的,平靜的,親切的"
truthfulness,"記,努力,最高級特別努力,為了參加情人的約會,真實,坦率,反,虛假,謊言,情人的約會,真實,正當,坦率"
turpitude,NotFoundAnyMeanings
unanimous--0,"全體一致的,一個,生命,精神"
unassailable,"攻不破的,沒有爭論餘地的,無懈可擊的"
unbounded--0,"積極情感極大的,無限的,她對自己所學科目的極大熱忱"
underline--0,"下劃線加下劃線,下劃線,在,下面劃線,作,的襯裏"
underplay--0,"使沒有充分發揮作用,扣著大牌不出而出小牌,表演有克制,對,輕描淡寫,表演不充分,表演角色不充分,秘密行動,不充分的表演"
undiminished,"未衰減的,未縮減的,沒削弱的"
unexpectedly,"意外地,出乎意料地"
unfounded--0,"斷言或消息捕風捉影的,無根據的,我很高興看到我們對天氣的擔憂毫無根據"
universal--0,"宇宙的,全世界的,普遍的,一般的,通用的,萬能的"
unlimited--0,"無限量的,無條件的,無,限制,有,的"
unmanageable,"難管理的,難處理的,難操縱的,處理不了的"
unpleasantly,不愉快地
unprejudiced,"無偏見的,沒有成見的,公平的"
unprincipled,"無原則的,不道德的,不合人道的"
unproductive,"無生產的,無出產的,不毛的"
unpropitious,"不吉利的,不順遂的,惡運的,不宜的"
unreasonable,"不講道理的,不通情達理的,不合理的"
unregenerate,"靈魂未得再生的,不改變信仰的,不悔改的,罪惡深重的"
unresponsive,"反應遲鈍的,感受性遲鈍的,無同情心的"
unrestrained,"無限制的,過度的,無拘束的,放縱的"
unscrupulous,"肆無忌憚的,不講道德的,無恥的"
unsparing--0,"不吝惜的,不保留的,慷慨的"
unsuccessful,"形容詞,不成功的,失敗的"
unsuspecting,"不懷疑的,無猜疑的,可信任的"
untenable--0,"防守不了的,站不住腳的類,難以防守的不易被防守不可避免的不易被避免不受傷害的不易被傷害無疑的不易被爭議反,可防御的"
unworldly--0,"不諳世事的,天真的,非世俗的,精神上的"
vacillate--0,"遊移不定,躊躇,猶豫,搖擺"
vaporization,"蒸發,蒸發作用"
visionary--0,"空想的,幻想的,白日做夢的類過分理想是空想的過分熱情是多管閑事的墮落的是罪犯夢想的是幻覺"
vituperative,"尖刻的辱罵性責備的反,稱贊的,奉承的"
vivacious--0,"活潑的,充滿活力和精神的,參,動,植物園,活體解剖,反,冷漠的,疲倦的"
voracious--0,"狼吞虎咽的,貪婪的,不滿足的,類冷漠的不會被干擾貪婪的不會被滿足反,沒有胃口的"
well-groomed,非常整潔的
wide-ranging,廣泛的
withstand--0,"抵擋,反抗,禁得起"
abstemious--0,"飲食適度的,有節製的,節省的,節儉的例,一個飲食有度的人,節儉的晚餐離開,植物的莖,多離開植物很多的不吃飯了飲食適度的"
acceptability,"可接受,承認,合意"
accessible--0,"易於得到的,易於進入的,可處理的,可存取的"
accommodating,"形容詞,樂於助人的,親切的,肯通融的,給人方便的,善於適應新環境的"
addressing--0,"尋址,定址,訪問"
adjudicate--0,"記朝向,判斷,裁決,充當裁判,判決,通過司法程序聽取及解決案件,例,裁定一項損害賠償的要求,參,明智的,偏見,判決,宣判,裁定"
adjuration--0,"嚴令,懇求,祈求"
adrenaline--0,"腎上腺素,使激動興奮等"
affliction--0,"痛苦,悲傷,折磨"
aggrandize--0,"增大,擴張,范圍,權勢,影響,地位和名望,例,我所希望的只是擴充我的家業參,莊嚴,偉大,說大話的"
aggression--0,"侵略,侵犯,挑釁侵略行為,侵犯行為"
allegiance--0,"忠誠,忠貞,記法對法律,忠貞"
ambivalent--0,"心情矛盾的,模棱兩可的,含糊不定的,要離開家了,我心裡喜憂參半"
ameliorate--0,"使改善,改進,改進,改善,變好"
amenable     ,NotFoundAnyMeanings
amicable     ,NotFoundAnyMeanings
anachronistic,"時代錯誤的,記法,不,錯誤,時間"
anathema     ,NotFoundAnyMeanings
anatomical--0,"解剖的,解剖學上的,構造上的,變,解剖學"
anecdote     ,NotFoundAnyMeanings
annihilate--0,"殲滅,消滅,徹底擊潰,毀滅"
anonymous    ,NotFoundAnyMeanings
antecedent--0,"尤指作為後來存在或發生之事的起因或起源的前事,前情,先例,祖先,查爾斯巴貝奇的機械電腦是現代電腦的前身"
anterior     ,NotFoundAnyMeanings
aphorism     ,NotFoundAnyMeanings
apostasy     ,NotFoundAnyMeanings
apparition--0,"離奇出現的東西,尤指,鬼怪,幽靈,幻影"
apposite     ,NotFoundAnyMeanings
apposition--0,"記朝向,放,地點放在同一地點同位語,同位語,同格,一名詞作為解釋成分與另一個放在一起,這兩個成分與句子中的其他成分有相同的關系,如,中的兩個名詞,并置,同格"
apprise      ,NotFoundAnyMeanings
argot     --0,NotFoundAnyMeanings
argumentation,"爭論,論証,論點,討論,參,愛爭論的,好爭論,爭論,論証,論點,討論"
argumentative,"好辯的,愛窮根究理的,爭論的"
ascendancy--0,"優勢,支配,或統治,地位"
aseptic      ,NotFoundAnyMeanings
asperity     ,NotFoundAnyMeanings
aspirant     ,NotFoundAnyMeanings
assertiveness,"過分自信,傾向於唐突或自信的斷言,類,諂媚的因為卑曲的好戰的因為過分自信的,反,缺乏自信,厚臉皮的,謙遜的"
assimilate--0,"使同化,比較,比擬,吸收,吸取,被吸收,被同化"
attainment--0,"達到,獲得,到達,成就,學識,才能"
attentiveness,"名,注意,專注,向握持具,性質的性質,名詞朝向把握住的某事"
auspicious--0,"吉兆的,吉利的,類,順利的,吉祥的"
authoritative,"形容詞,權威性的,官方的,專斷的"
authorization,"授權,委任,認可,批准"
autobiography,"記自己,生命,寫寫自己的一生自傳,自傳,本人所寫作的回憶錄,例,她的自傳被公認為是年第一本暢銷書,類,自傳用來回憶頌詞用來贊揚,自傳"
autonomous--0,"自治的,自治權的,自主的"
avaricious--0,"記見,貪財的,類,鎮定的不易被干擾貪財的不易被滿足,反,滿足的,貪財的,貪婪的"
background--0,"家世,學經歷,文化等,背景"
ballyhooed--0,"大吹大擂的,譁眾取寵的"
believability,可信度
beneficent--0,"仁慈的,好慈善的,對個人或社會有益的"
calumnious--0,"誹謗的,中傷的,記,這專欄專門毀謗人"
camouflage--0,"偽裝,欺瞞偽裝,隱瞞,幌子"
capitulate--0,"有條件投降,認輸,屈服,讓步,停止抵抗"
capricious--0,"變化反覆無常的,任性的,任意的"
caricature--0,"諷刺畫,諷刺文章,對別人聲音,姿態的,滑稽模仿,共同的特點夸張,滑稽,荒誕,歪曲,例,雜志上經常刊登漫畫類簡潔是格言的特點夸張是諷刺畫的特點簡潔是警句的特"
censorious--0,"好批評的,好吹毛求疵的,審查"
certification,"記,証明,保証,証明,合格証明書,例,質量合格証,類,教師需要証書教書司機需要駕照駕駛,証明"
characterized,"具有,的特性"
cheap-looking,NotFoundAnyMeanings
chronological,"依時間前後排列而記載的,字根,時間"
chrysanthemum,"記金黃色,花金黃色的花菊花,菊花,一般為金黃色,被栽培作為裝飾物,參,文集,蛹,蠶,菊花"
circuitous--0,"迂回的路的,迂曲的,繞行的"
circumscribed,"约束,制约,限制"
circumstances,"情況,情況的複數,環境"
circumvent--0,"迴避,防止,發生,用計謀規避,包圍,智取"
cognizance--0,"認知,認定,審理,知道的,認識的"
collective--0,"形容詞,集體的,共同的,名詞,集體農場,或企業,集團"
colloquial--0,"詞語或表達方式口語的,俗語的,非正式的,口語"
combativeness,NotFoundAnyMeanings
compatible--0,"和諧共處的,相容的,記法,共同,感情,有共同感情的相容的"
compelling--0,"引人入勝的,扣人心弦的非常強烈的,不可抗拒的令人信朋的,有說朋力的"
compendium--0,"簡要,概略,記法,全部,懸,掛,把所有東西串起來摘要,提綱"
complacent--0,"滿足的,自滿的,得意的,全部平靜滿足對自己各方面都很滿意"
complainingly,NotFoundAnyMeanings
compliance--0,"順從,依從,服從,按照,一致"
complications,"併發症的複數,中醫,並病"
compromise--0,"妥協,折衷,折衷案,和解,妥協處理,危害"
compulsive--0,"難以抑制的,強烈衝動引起的,強迫性的,強制性的,說謊成性的人慣匪飲食無節制的人"
concentration,"濃縮,集中,專注,專心,全神貫注"
conclusive--0,"最後的,結論的,確鑿的,消除懷疑的"
condescend--0,"記共同,向下,爬全部向下爬屈尊俯就,屈尊俯就,自己把自己降到劣等的地位,施惠于人,懷著優越感對待人,例,國王每周日都要屈尊與我們一同進餐,參,下降,上升,謙遜,屈尊"
condescending,"恩賜的,謙遜的,故意屈尊的,要人領情的,類,恩賜的人資助奉承的人奉承,要人領情的要人領情的氣惱的煩的,同義"
conflagration,"記共同,燒,閃耀,共同燒大火,旗,枯萎,衰退,老鼠,獅子森林大火,會使植物枯萎,獅子亂竄建築物大火會使樓倒塌,衰退,老鼠亂竄,火災,建築物或森林的毀滅性的大火,參,臭名遠揚的,使突然燃燒,大火,大火災,突發"
conformity--0,"一致,符合,行為,舉止與習俗,規則,風格一致,類想法與眾不同者不會一致性格外向者不會含蓄異端的不服從慷慨的不大方"
congenital--0,"記共同,產生,讀頭從你出生的那一刻起,同時產生在你的腦中與生俱來的,病等,先天的,天生的,參,生殖的,祖先,起源,天生的,先天的,天賦的"
conjecture--0,"推測,猜想,揣摩,推測,猜想,揣摩"
conscientious,"有責任心的,負責的,本著良心的"
consciousness,"意識,知覺,自覺,覺悟,個人思想"
consequential,"有重要結果的,有意義的,作為結果的,反,無價值的,無效的,結果的,相因而生的"
consideration,"考慮,思考,要考慮的事,體諒,關心"
consistent--0,"一致的,始終如一的,堅固的,堅實的"
consolidation,"鞏固,合並,反,分裂,破碎,鞏固,合并"
conspicuously,"明顯地,顯著地"
conspiracy--0,"名詞,陰謀,謀叛,共謀"
constellation,"個象圖形或圖案的,星座,星群,群英薈萃,根一起,星星很多星星在起星座,星群,參,恆星的,星際的,類,星座由星星組成和音由音符組成隊伍由人組成,天星群,星座,燦爛的一群"
constringe--0,"使收縮,使收斂,壓縮,反,寬敞的,使收縮,使收斂,壓縮"
consummate--0,"專業的,有造詣的,無紕漏的,完美的,最高檔次的,最大規模的"
contagious--0,"具有感染力的,病,傳染性的,會蔓延的,會傳播的"
contemplative,"沉思的,冥想的,記,全部,古時候的人沉思總會跑到寺廟教堂,尋求靈感或指示,進行,沉思"
contention--0,"競爭,爭奪爭論,爭執論點,主張"
contiguous--0,"毗鄰的,鄰近的,連接的"
contingent--0,"可能發生的,附隨的,暫時的,偶然的事情,分遣隊"
contradiction,"矛盾,不一致,否認,反駁"
contradictory,"反駁的,反對的,抗辯的正反對,矛盾對立"
contrition--0,"完全悔悟,悔改,悔罪"
controversial,"引起爭論的,有爭議的"
conversant--0,"熟悉的,精通的,記法,共同,轉"
convoluted--0,"費解的,旋繞的,類,費解的,錯綜複雜的"
cordiality--0,"友好而莊重的表現,親切而客氣的行為"
